date,politician,medical,celebrity
2021-10-06,-0.26666666666666666,0.21677248677248678,NA
2021-10-07,-0.5,0.40793650793650793,1
2021-10-08,-0.41666666666666663,0.2216517857142857,NA
2021-10-09,0.6666666666666666,0.049999999999999996,NA
2021-10-10,-0.16666666666666666,0.04476190476190476,NA
2021-10-11,1,0.21727891156462584,NA
2021-10-12,0.3271604938271605,0.35572562358276644,NA
2021-10-13,-0.061224489795918366,0.20046082949308755,1
2021-10-14,0.15757575757575756,0.0645909645909646,NA
2021-10-15,0.42857142857142855,0.07660714285714286,0.3333333333333333
2021-10-16,0.537037037037037,-0.07166666666666667,NA
2021-10-17,0.6666666666666666,0.02023809523809524,NA
2021-10-18,0.7333333333333333,0.36607142857142855,NA
2021-10-19,0.14583333333333331,0.21379980563654033,NA
2021-10-20,0.4,0.38843537414965984,0
2021-10-21,0.2,0.5189504373177842,NA
2021-10-22,-0.17666666666666667,0.20765160765160764,NA
2021-10-23,0.4666666666666667,0.2693548387096774,NA
2021-10-24,0.4444444444444444,0.058097928436911486,NA
2021-10-25,0.2777777777777778,0.313953488372093,NA
2021-10-26,0.625,0.23697478991596638,1
2021-10-27,0.75,0.2604529616724739,1
2021-10-28,0.45674603174603173,0.3307823129251701,NA
2021-10-29,0.08333333333333333,0.04876543209876543,-1
2021-10-30,NA,0.0755256648113791,NA
2021-10-31,0.6,0.2699294532627866,NA
2021-11-01,0.625,0.18061224489795918,-1
2021-11-02,0.375,0.23276643990929705,NA
2021-11-03,0.4166666666666667,0.1867243867243867,-1
2021-11-04,0.5185185185185185,0.23604269293924465,NA
2021-11-05,-0.11111111111111112,0.45508365508365506,NA
2021-11-06,0.5722222222222222,0.2282312925170068,NA
2021-11-07,-0.11111111111111112,0.2299003322259136,NA
2021-11-08,-0.5,0.05333333333333334,NA
2021-11-09,0.08888888888888889,0.3427128427128427,NA
2021-11-10,0,0.39576074332171896,NA
2021-11-11,-0.08571428571428572,0.370952380952381,NA
2021-11-12,NA,0.10977443609022557,1
2021-11-13,0.8333333333333334,0.2153258778258778,0.3333333333333333
2021-11-14,NA,0.25736961451247165,NA
2021-11-15,-0.4,0.25087083459176485,NA
2021-11-16,-0.24,0.18846153846153846,NA
2021-11-17,0.3333333333333333,0.3734920634920635,NA
2021-11-18,-0.7777777777777778,0.268442932728647,0
2021-11-19,0.6333333333333333,0.22260015117157975,0.8
2021-11-20,NA,0.425,NA
2021-11-21,-1,0.319047619047619,NA
2021-11-22,NA,0.1675925925925926,1
2021-11-23,1,0.42108843537414964,NA
2021-11-24,0.2,0.4196620583717358,NA
2021-11-25,NA,0.2624458874458874,NA
2021-11-26,NA,-0.030864197530864196,NA
2021-11-27,-1,0.25130718954248366,NA
2021-11-28,NA,0.2261904761904762,NA
